'MANUFACTURERID',TRANSACTIONDATE,'EMPLOYEEID','AMOUNT','DESCRIPTION','REFERENCE'
5,'2002-07-21',73735,164.95,'Automatic EOQ Inventory purchase',7970
5,'2001-04-07',22343,-166.32,'Automatic payment of bills',7570
5,'2000-09-18',22343,229.43,'Automatic EOQ Inventory purchase',7420
5,'2000-10-15',29387,307.51,'Automatic EOQ Inventory purchase',7445
5,'2000-10-17',22343,-229.43,'Automatic payment of bills',7420
5,'2000-11-12',87295,-307.51,'Automatic payment of bills',7445
5,'2000-11-19',22343,168.67,'Automatic EOQ Inventory purchase',7470
5,'2000-12-13',73735,-168.67,'Automatic payment of bills',7470
5,'2000-12-20',29387,280.33,'Automatic EOQ Inventory purchase',7495
5,'2001-01-18',29387,304.77,'Automatic EOQ Inventory purchase',7520
5,'2001-01-21',15293,-280.33,'Automatic payment of bills',7495
5,'2001-02-04',51512,313.58,'Automatic EOQ Inventory purchase',7545
5,'2001-02-19',51512,280.33,'Automatic refund for overpayment',7495
5,'2001-02-19',29387,-304.77,'Automatic payment of bills',7520
5,'2001-11-21',15293,435.22,'Automatic EOQ Inventory purchase',7770
5,'2001-03-06',89097,-313.58,'Automatic payment of bills',7545
5,'2001-10-10',89097,-447.53,'Automatic payment of bills',7695
5,'2001-04-19',51512,361.25,'Automatic EOQ Inventory purchase',7595
5,'2001-05-25',73735,-361.25,'Automatic payment of bills',7595
5,'2001-06-02',22343,467.42,'Automatic EOQ Inventory purchase',7645
5,'2001-06-06',73735,503.71,'Automatic EOQ Inventory purchase',7620
5,'2001-07-03',51512,-467.42,'Automatic payment of bills',7645
5,'2001-07-06',73735,249.94,'Automatic EOQ Inventory purchase',7670
5,'2001-07-23',51512,-503.71,'Automatic payment of bills',7620
5,'2001-08-07',15293,-249.94,'Automatic payment of bills',7670
5,'2001-09-03',51512,447.53,'Automatic EOQ Inventory purchase',7695
5,'2001-09-19',22343,301.84,'Automatic EOQ Inventory purchase',7720
5,'2001-10-04',73735,355.58,'Automatic EOQ Inventory purchase',7745
5,'2001-10-08',51512,-301.84,'Automatic payment of bills',7720
5,'2000-09-13',29387,-390.23,'Automatic payment of bills',7395
5,'2001-03-05',51512,166.32,'Automatic EOQ Inventory purchase',7570
5,'1995-08-03',29387,-3060.37,'Automatic payment of bills',335
5,'1995-02-17',51512,2115.2,'Automatic EOQ Inventory purchase',250
5,'1995-03-05',73735,3096.53,'Automatic EOQ Inventory purchase',267
5,'1995-03-11',88873,-240.43,'Automatic payment of bills',234
5,'1995-03-14',87295,-2643.33,'Automatic payment of bills',169
5,'1995-03-15',88873,-2115.2,'Automatic payment of bills',250
5,'1995-03-31',88873,-3096.53,'Automatic payment of bills',267
5,'1995-04-01',51512,2921.67,'Automatic EOQ Inventory purchase',284
5,'1995-04-26',87295,-2921.67,'Automatic payment of bills',284
5,'1995-05-17',88873,2643.84,'Automatic EOQ Inventory purchase',301
5,'1995-06-11',51512,2723.19,'Automatic EOQ Inventory purchase',318
5,'1995-06-18',87295,-2643.84,'Automatic payment of bills',301
5,'1995-07-07',29387,3060.37,'Automatic EOQ Inventory purchase',335
5,'1996-03-13',88873,4325.23,'Automatic EOQ Inventory purchase',471
5,'1995-08-01',87295,3052.42,'Automatic EOQ Inventory purchase',352
5,'1995-02-01',73735,-2061.11,'Automatic payment of bills',187
5,'1995-08-31',22343,-3052.42,'Automatic payment of bills',352
5,'1995-09-14',15293,3116.69,'Automatic EOQ Inventory purchase',369
5,'1995-10-01',15293,3296.51,'Automatic EOQ Inventory purchase',386
5,'1995-10-16',89097,-3116.69,'Automatic payment of bills',369
5,'1995-11-01',51512,-3296.51,'Automatic payment of bills',386
5,'1995-11-01',29387,2323.99,'Automatic EOQ Inventory purchase',403
5,'1995-12-03',89097,2883.02,'Automatic EOQ Inventory purchase',420
5,'1995-12-05',88873,-2323.99,'Automatic payment of bills',403
5,'1995-12-31',88873,-2883.02,'Automatic payment of bills',420
5,'1996-01-12',29387,3151.17,'Automatic EOQ Inventory purchase',437
5,'1996-02-11',88873,-3151.17,'Automatic payment of bills',437
5,'1996-02-17',88873,2047.76,'Automatic EOQ Inventory purchase',454
5,'1995-07-10',29387,-2723.19,'Automatic payment of bills',318
5,'1994-08-01',51512,656.2,'Automatic EOQ Inventory purchase',220
5,'1998-07-09',51512,-5391.96,'Automatic payment of bills',979
5,'1998-08-02',29387,5394.43,'Automatic EOQ Inventory purchase',1019
5,'1994-01-01',87295,18235.2,'Initial Purchase for startup',5
5,'1994-01-31',29387,-18235.2,'Automatic payment of bills',5
5,'1994-05-09',29387,315.07,'Automatic EOQ Inventory purchase',207
5,'1994-05-11',15293,174.34,'Automatic EOQ Inventory purchase',58
5,'1994-06-04',22343,-174.34,'Automatic payment of bills',58
5,'1994-06-08',73735,619.97,'Automatic EOQ Inventory purchase',70
5,'1994-06-09',22343,-315.07,'Automatic payment of bills',207
5,'1994-06-11',15293,148.44,'Automatic EOQ Inventory purchase',212
5,'1994-07-05',51512,939.64,'Automatic EOQ Inventory purchase',82
5,'1994-07-05',88873,-148.44,'Automatic payment of bills',212
5,'1995-02-11',29387,2643.33,'Automatic refund for overpayment',169
5,'1994-07-29',73735,-939.64,'Automatic payment of bills',82
5,'1995-02-06',88873,240.43,'Automatic EOQ Inventory purchase',234
5,'1994-08-08',73735,1729.17,'Automatic EOQ Inventory purchase',97
5,'1994-09-03',51512,-656.2,'Automatic payment of bills',220
5,'1994-09-05',22343,-1729.17,'Automatic payment of bills',97
5,'1994-09-05',73735,1586.99,'Automatic EOQ Inventory purchase',115
5,'1994-09-16',89097,88.42,'Automatic EOQ Inventory purchase',224
5,'1994-09-30',89097,-1586.99,'Automatic payment of bills',115
5,'1994-10-16',73735,-88.42,'Automatic payment of bills',224
5,'1994-11-12',15293,-2069.27,'Automatic payment of bills',133
5,'1994-12-13',22343,2643.33,'Automatic EOQ Inventory purchase',169
5,'1994-12-19',15293,-1523.77,'Automatic payment of bills',151
5,'1995-01-02',15293,2061.11,'Automatic EOQ Inventory purchase',187
5,'1995-01-13',87295,-2643.33,'Automatic payment of bills',169
5,'1994-11-10',51512,1523.77,'Automatic EOQ Inventory purchase',151
5,'1994-07-09',29387,-619.97,'Automatic payment of bills',70
5,'1997-12-19',51512,3840.17,'Automatic EOQ Inventory purchase',859
5,'1997-05-14',29387,-4248.48,'Automatic payment of bills',699
5,'1997-06-13',51512,4354.96,'Automatic EOQ Inventory purchase',739
5,'1997-06-19',88873,-3539.52,'Automatic payment of bills',719
5,'1997-07-07',51512,-4354.96,'Automatic payment of bills',739
5,'1997-07-14',88873,3913.8,'Automatic EOQ Inventory purchase',759
5,'1997-08-11',51512,-3913.8,'Automatic payment of bills',759
5,'1997-08-18',87295,3949.24,'Automatic EOQ Inventory purchase',779
5,'1997-09-03',73735,4004.34,'Automatic EOQ Inventory purchase',799
5,'1997-09-17',87295,-3949.24,'Automatic payment of bills',779
5,'1997-10-01',88873,3905.01,'Automatic EOQ Inventory purchase',819
5,'1997-10-03',88873,-4004.34,'Automatic payment of bills',799
5,'1997-10-29',73735,-3905.01,'Automatic payment of bills',819
5,'1997-05-13',87295,3539.52,'Automatic EOQ Inventory purchase',719
5,'1997-12-04',22343,-4352.34,'Automatic payment of bills',839
5,'1998-01-18',29387,3969.33,'Automatic EOQ Inventory purchase',879
5,'1998-01-19',51512,-3840.17,'Automatic payment of bills',859
5,'1998-02-23',51512,-3969.33,'Automatic payment of bills',879
5,'1998-03-02',51512,5421.91,'Automatic EOQ Inventory purchase',919
5,'1998-03-19',15293,-2717.2,'Automatic payment of bills',899
5,'1998-04-01',73735,5377.33,'Automatic EOQ Inventory purchase',939
5,'1998-04-05',51512,-5421.91,'Automatic payment of bills',919
5,'1998-05-03',87295,-5377.33,'Automatic payment of bills',939
5,'1998-05-18',22343,5404.26,'Automatic EOQ Inventory purchase',959
5,'1998-06-12',87295,5391.96,'Automatic EOQ Inventory purchase',979
5,'1996-03-21',87295,-2047.76,'Automatic payment of bills',454
5,'1994-10-13',22343,2069.27,'Automatic EOQ Inventory purchase',133
5,'1998-07-05',88873,5649.01,'Automatic EOQ Inventory purchase',999
5,'1997-11-06',89097,4352.34,'Automatic EOQ Inventory purchase',839
5,'1996-08-08',88873,4351.21,'Automatic EOQ Inventory purchase',556
5,'1996-04-11',29387,-4325.23,'Automatic payment of bills',471
5,'1996-04-30',22343,-4477.48,'Automatic payment of bills',488
5,'1998-02-14',88873,2717.2,'Automatic EOQ Inventory purchase',899
5,'1997-04-15',87295,-4107.71,'Automatic payment of bills',679
5,'1996-05-04',29387,5289.94,'Automatic EOQ Inventory purchase',505
5,'1996-05-31',22343,-5289.94,'Automatic payment of bills',505
5,'1996-06-07',51512,5237.89,'Automatic EOQ Inventory purchase',522
5,'1996-04-04',22343,4477.48,'Automatic EOQ Inventory purchase',488
5,'1996-07-10',15293,4064.24,'Automatic EOQ Inventory purchase',539
5,'1996-08-09',87295,-4064.24,'Automatic payment of bills',539
5,'1996-09-03',51512,5126.48,'Automatic EOQ Inventory purchase',573
5,'1996-09-08',29387,-4351.21,'Automatic payment of bills',556
5,'1996-10-02',22343,-5126.48,'Automatic payment of bills',573
5,'1996-10-17',29387,4255.54,'Automatic EOQ Inventory purchase',590
5,'1997-01-31',73735,5247.78,'Automatic refund for overpayment',624
5,'1997-03-12',22343,-3378.79,'Automatic payment of bills',658
5,'1997-04-14',29387,4248.48,'Automatic EOQ Inventory purchase',699
5,'1996-06-30',73735,-5237.89,'Automatic payment of bills',522
5,'1996-11-13',15293,-4255.54,'Automatic payment of bills',590
5,'1997-02-19',51512,3378.79,'Automatic EOQ Inventory purchase',658
5,'1997-03-15',51512,4107.71,'Automatic EOQ Inventory purchase',679
5,'1997-02-09',51512,-4317.54,'Automatic payment of bills',641
5,'1997-02-26',87295,-5247.78,'Automatic payment of bills',624
5,'1997-01-06',87295,4317.54,'Automatic EOQ Inventory purchase',641
5,'1997-01-02',88873,-5247.78,'Automatic payment of bills',624
5,'1996-12-16',15293,-4555.96,'Automatic payment of bills',607
5,'1996-12-01',87295,5247.78,'Automatic EOQ Inventory purchase',624
5,'1996-11-14',29387,4555.96,'Automatic EOQ Inventory purchase',607
6,'2001-08-06',87295,-4243.5,'Automatic payment of bills',7646
6,'2001-08-14',51512,-599.17,'Automatic payment of bills',8290
6,'2001-08-24',51512,-4121.2,'Automatic payment of bills',7671
6,'2001-07-11',22343,4121.2,'Automatic EOQ Inventory purchase',7671
6,'2001-07-05',73735,4243.5,'Automatic EOQ Inventory purchase',7646
6,'2001-09-02',29387,112,'Automatic EOQ Inventory purchase',8329
6,'2001-07-03',88873,-498.52,'Automatic payment of bills',8270
6,'2001-07-14',73735,599.17,'Automatic EOQ Inventory purchase',8290
6,'2001-06-16',29387,-570.12,'Automatic payment of bills',8250
6,'2001-06-07',15293,498.52,'Automatic EOQ Inventory purchase',8270
6,'2001-06-03',51512,-4941.99,'Automatic payment of bills',7621
6,'2001-05-12',22343,-4833.88,'Automatic payment of bills',7596
6,'2001-05-07',73735,4941.99,'Automatic EOQ Inventory purchase',7621
6,'2001-04-01',51512,2086.55,'Automatic EOQ Inventory purchase',7571
6,'2002-01-08',88873,1262.24,'Automatic EOQ Inventory purchase',8407
6,'2001-04-06',22343,-656.43,'Automatic payment of bills',8211
6,'2001-05-01',29387,-2086.55,'Automatic payment of bills',7571
6,'2001-04-13',73735,4833.88,'Automatic EOQ Inventory purchase',7596
6,'2001-05-20',15293,570.12,'Automatic EOQ Inventory purchase',8250
6,'2001-12-07',73735,306.33,'Automatic EOQ Inventory purchase',8387
6,'2002-02-15',88873,-5025.53,'Automatic payment of bills',7821
6,'2002-02-04',88873,-1262.24,'Automatic payment of bills',8407
6,'2000-03-15',22343,-696.41,'Automatic payment of bills',7286
6,'2001-03-23',29387,-3379.7,'Automatic payment of bills',7546
6,'2002-02-01',88873,5193.63,'Automatic EOQ Inventory purchase',7846
6,'2002-02-01',22343,-4335.96,'Automatic payment of bills',7796
6,'2002-01-22',73735,5025.53,'Automatic EOQ Inventory purchase',7821
6,'2001-12-29',88873,4335.96,'Automatic EOQ Inventory purchase',7796
6,'2001-12-22',29387,-4414.37,'Automatic payment of bills',7771
6,'2001-09-09',88873,4707.23,'Automatic EOQ Inventory purchase',7696
6,'2001-11-24',29387,-4290.81,'Automatic payment of bills',7746
6,'2001-11-22',87295,4414.37,'Automatic EOQ Inventory purchase',7771
6,'2001-11-03',88873,-4461.42,'Automatic payment of bills',7721
6,'2001-10-28',51512,4290.81,'Automatic EOQ Inventory purchase',7746
6,'2001-10-04',89097,-112,'Automatic payment of bills',8329
6,'2001-10-04',51512,4461.42,'Automatic EOQ Inventory purchase',7721
6,'2001-09-30',88873,-4707.23,'Automatic payment of bills',7696
6,'2002-01-02',22343,-306.33,'Automatic payment of bills',8387
6,'2000-02-08',29387,-4933.94,'Automatic payment of bills',1392
6,'2000-07-09',73735,2576.47,'Automatic EOQ Inventory purchase',7346
6,'2000-07-07',15293,2088.54,'Automatic EOQ Inventory purchase',7371
6,'2000-07-04',87295,-2347.25,'Automatic payment of bills',7321
6,'2000-06-07',29387,2347.25,'Automatic EOQ Inventory purchase',7321
6,'2000-05-31',88873,-776.43,'Automatic payment of bills',7306
6,'2000-04-28',22343,776.43,'Automatic EOQ Inventory purchase',7306
6,'2000-03-25',51512,-372.42,'Automatic payment of bills',7268
6,'2000-04-06',15293,-4627.32,'Automatic payment of bills',1443
6,'2000-03-04',22343,-4733.95,'Automatic payment of bills',1418
6,'2000-02-04',51512,4733.95,'Automatic EOQ Inventory purchase',1418
6,'2000-02-26',22343,372.42,'Automatic EOQ Inventory purchase',7268
6,'2005-03-15',73735,-3941.53,'Automatic payment of bills',9329
6,'2000-02-25',51512,4224.97,'Automatic refund for overpayment',1367
6,'2000-02-23',29387,696.41,'Automatic EOQ Inventory purchase',7286
6,'2000-02-15',29387,-6631.02,'Automatic payment of bills',7242
6,'2002-02-27',22343,-5193.63,'Automatic payment of bills',7846
6,'2004-05-19',73735,-3211.15,'Automatic payment of bills',9053
6,'2000-03-11',29387,4627.32,'Automatic EOQ Inventory purchase',1443
6,'2000-12-12',51512,3359.6,'Automatic EOQ Inventory purchase',7496
6,'2001-03-09',73735,656.43,'Automatic EOQ Inventory purchase',8211
6,'2001-03-01',88873,-506.14,'Automatic payment of bills',8191
6,'2001-02-20',73735,3379.7,'Automatic EOQ Inventory purchase',7546
6,'2001-02-12',29387,3359.6,'Automatic refund for overpayment',7496
6,'2001-02-04',88873,506.14,'Automatic EOQ Inventory purchase',8191
6,'2001-02-03',15293,2623.75,'Automatic EOQ Inventory purchase',7521
6,'2001-02-02',89097,2523.96,'Automatic refund for overpayment',7471
6,'2000-08-03',87295,2745.81,'Automatic EOQ Inventory purchase',7396
6,'2001-01-02',29387,-2523.96,'Automatic payment of bills',7471
6,'2000-08-06',15293,-2088.54,'Automatic payment of bills',7371
6,'2000-12-10',73735,2523.96,'Automatic EOQ Inventory purchase',7471
6,'2000-11-25',87295,-2542.28,'Automatic payment of bills',7446
6,'2000-11-01',89097,2542.28,'Automatic EOQ Inventory purchase',7446
6,'2000-10-20',89097,-2911.07,'Automatic payment of bills',7421
6,'2000-09-16',29387,2911.07,'Automatic EOQ Inventory purchase',7421
6,'2000-09-04',22343,-2745.81,'Automatic payment of bills',7396
6,'2000-08-07',73735,-2576.47,'Automatic payment of bills',7346
6,'2001-03-10',88873,-2623.75,'Automatic payment of bills',7521
6,'2001-01-14',15293,-3359.6,'Automatic payment of bills',7496
6,'2003-12-19',29387,3128.34,'Automatic EOQ Inventory purchase',8949
6,'2004-05-15',15293,1962.32,'Automatic EOQ Inventory purchase',9080
6,'2004-04-10',87295,-2815.66,'Automatic payment of bills',9027
6,'2004-03-13',87295,2815.66,'Automatic EOQ Inventory purchase',9027
6,'2004-03-13',51512,-3204.77,'Automatic payment of bills',9001
6,'2004-02-11',87295,3204.77,'Automatic EOQ Inventory purchase',9001
6,'2004-02-05',29387,-4070.84,'Automatic payment of bills',8975
6,'2004-01-25',87295,-3128.34,'Automatic payment of bills',8949
6,'2003-08-02',88873,-1942.41,'Automatic payment of bills',8822
6,'2003-12-24',89097,-1966.68,'Automatic payment of bills',8923
6,'2004-07-04',89097,-2645.65,'Automatic payment of bills',9107
6,'2003-11-20',88873,1966.68,'Automatic EOQ Inventory purchase',8923
6,'2003-11-09',51512,-1605,'Automatic payment of bills',8897
6,'2003-10-18',22343,1605,'Automatic EOQ Inventory purchase',8897
6,'2003-10-03',87295,-1578.16,'Automatic payment of bills',8872
6,'2003-09-10',15293,-1567.7,'Automatic payment of bills',8847
6,'2003-09-02',22343,1578.16,'Automatic EOQ Inventory purchase',8872
6,'2004-04-19',88873,3211.15,'Automatic EOQ Inventory purchase',9053
6,'2004-01-05',15293,4070.84,'Automatic EOQ Inventory purchase',8975
6,'2004-11-16',22343,-1607.37,'Automatic payment of bills',9217
6,'2000-01-21',22343,-4224.97,'Automatic payment of bills',1367
6,'1999-09-03',88873,2669.84,'Automatic EOQ Inventory purchase',1293
6,'2005-02-09',87295,3941.53,'Automatic EOQ Inventory purchase',9329
6,'2005-02-07',51512,-3743.4,'Automatic payment of bills',9301
6,'2005-01-15',51512,-3853.93,'Automatic payment of bills',9273
6,'2005-01-04',51512,3743.4,'Automatic EOQ Inventory purchase',9301
6,'2004-12-15',73735,-1957.78,'Automatic payment of bills',9245
6,'2004-06-02',73735,2645.65,'Automatic EOQ Inventory purchase',9107
6,'2004-11-16',51512,1957.78,'Automatic EOQ Inventory purchase',9245
6,'2004-06-17',88873,-1962.32,'Automatic payment of bills',9080
6,'2004-10-18',88873,1607.37,'Automatic EOQ Inventory purchase',9217
6,'2004-10-16',51512,-2582.57,'Automatic payment of bills',9189
6,'2004-09-17',73735,2582.57,'Automatic EOQ Inventory purchase',9189
6,'2004-09-15',87295,-2766.06,'Automatic payment of bills',9161
6,'2004-08-16',22343,2766.06,'Automatic EOQ Inventory purchase',9161
6,'2004-08-15',88873,-2203.85,'Automatic payment of bills',9134
6,'2004-07-19',29387,2203.85,'Automatic EOQ Inventory purchase',9134
6,'2003-07-14',29387,-2396.07,'Automatic payment of bills',8797
6,'2004-12-11',73735,3853.93,'Automatic EOQ Inventory purchase',9273
6,'2002-07-05',15293,4250.18,'Automatic EOQ Inventory purchase',7971
6,'2002-09-17',29387,-4849.65,'Automatic payment of bills',7996
6,'2002-09-11',88873,274.03,'Automatic EOQ Inventory purchase',8583
6,'2002-09-02',89097,-331.84,'Automatic payment of bills',8560
6,'2002-09-01',29387,4756.12,'Automatic EOQ Inventory purchase',8021
6,'2002-08-14',22343,4849.65,'Automatic EOQ Inventory purchase',7996
6,'2002-08-05',89097,-4250.18,'Automatic payment of bills',7971
6,'2002-08-02',73735,331.84,'Automatic EOQ Inventory purchase',8560
6,'2003-08-16',22343,1567.7,'Automatic EOQ Inventory purchase',8847
6,'2002-07-08',88873,-290.98,'Automatic payment of bills',8515
6,'2002-10-19',89097,5979.24,'Automatic EOQ Inventory purchase',8046
6,'2002-06-16',22343,-3605.37,'Automatic payment of bills',7921
6,'2002-06-12',51512,290.98,'Automatic EOQ Inventory purchase',8515
6,'2002-06-06',88873,3934.37,'Automatic EOQ Inventory purchase',7946
6,'2002-05-12',51512,3605.37,'Automatic EOQ Inventory purchase',7921
6,'2002-05-03',89097,-3635.52,'Automatic payment of bills',7896
6,'2002-04-30',29387,-3635.76,'Automatic payment of bills',7871
6,'2002-04-09',29387,3635.52,'Automatic EOQ Inventory purchase',7896
6,'2002-07-14',51512,-3934.37,'Automatic payment of bills',7946
6,'2003-02-19',22343,-1068.52,'Automatic payment of bills',8672
6,'2003-07-02',15293,1942.41,'Automatic EOQ Inventory purchase',8822
