'CUSTOMERID',TRANSACTIONDATE,'EMPLOYEEID','AMOUNT','DESCRIPTION','REFERENCE'
3499,'2004-01-30',34192,-4928.4,'Single/final payment for purchase',25019
3500,'1996-06-23',34192,-1743.08,'Single/final payment for purchase',3618
3500,'1996-04-27',15293,1743.09,'Order was shipped',3618
3501,'1996-09-24',87295,-251.5,'Monthly payment #6',3619
3501,'1996-09-02',98766,-251.5,'Monthly payment #5',3619
3501,'1996-07-31',15293,-251.5,'Monthly payment #4',3619
3501,'1996-06-30',34192,-251.5,'Monthly payment #3',3619
3501,'1996-06-03',98766,-251.5,'Monthly payment #2',3619
3501,'1996-02-18',51512,1760.5,'Order was shipped',3619
3501,'1996-11-08',87295,-251.5,'Monthly payment #7',3619
3501,'1996-05-11',89097,-251.5,'Monthly payment #1',3619
3502,'2002-05-26',34192,-2999.5,'Single/final payment for purchase',20876
3502,'2002-04-23',51512,2999.5,'Order was shipped',20876
3502,'1996-12-03',15293,2317,'Order was shipped',3620
3502,'1997-01-15',87295,-2317,'Single/final payment for purchase',3620
3503,'2003-02-03',34192,-3902.5,'Single/final payment for purchase',21945
3503,'1996-07-28',29387,2023,'Order was shipped',3621
3503,'1996-10-22',98766,-674.33,'Monthly payment #1',3621
3503,'1996-11-03',51512,-674.33,'Monthly payment #2',3621
3503,'1996-12-17',89097,-674.34,'Monthly payment #3',3621
3503,'2003-01-03',29387,3902.5,'Order was shipped',21945
3504,'2002-02-07',15293,-2056.25,'Monthly payment #2',19745
3504,'2002-01-12',34192,-2056.25,'Monthly payment #1',19745
3504,'2001-11-08',87295,4112.5,'Order was shipped',19745
3504,'1996-07-24',51512,-413,'Monthly payment #4',3622
3504,'1996-05-27',51512,-413,'Monthly payment #2',3622
3504,'1996-02-04',89097,2065,'Order was shipped',3622
3504,'1996-06-17',15293,-413,'Monthly payment #3',3622
3504,'1996-04-13',89097,-413,'Monthly payment #1',3622
3504,'1996-08-15',34192,-413,'Monthly payment #5',3622
3505,'1999-01-21',51512,-445.15,'Monthly payment #4',8498
3505,'1996-05-02',34192,-1791.25,'Single/final payment for purchase',3623
3505,'1998-05-15',51512,2311.87,'Order was shipped',8682
3505,'1998-06-30',89097,-2311.86,'Single/final payment for purchase',8682
3505,'1998-08-10',87295,1780.63,'Order was shipped',8498
3505,'1998-10-23',34192,-445.16,'Monthly payment #1',8498
3505,'1998-11-26',87295,-445.16,'Monthly payment #2',8498
3505,'1998-12-24',89097,-445.16,'Monthly payment #3',8498
3505,'1996-03-23',15293,1791.25,'Order was shipped',3623
3506,'1996-12-24',87295,3304,'Order was shipped',3624
3506,'1997-02-12',34192,-3304,'Single/final payment for purchase',3624
3507,'1996-01-20',89097,3661,'Order was shipped',3625
3507,'1996-03-06',34192,-3661,'Single/final payment for purchase',3625
3508,'1996-06-02',51512,1776.59,'Order was shipped',3626
3508,'1996-07-30',34192,-1776.58,'Single/final payment for purchase',3626
3509,'1996-04-11',15293,1776.59,'Order was shipped',3627
3509,'1996-05-31',34192,-1776.58,'Single/final payment for purchase',3627
3510,'1996-09-04',34192,-2044,'Single/final payment for purchase',3628
3510,'1996-07-20',87295,2044,'Order was shipped',3628
3511,'1996-02-28',34192,-2056.87,'Single/final payment for purchase',3629
3511,'1996-01-14',29387,2056.87,'Order was shipped',3629
3512,'1996-06-30',29387,3287.5,'Order was shipped',3630
3512,'1996-09-21',46583,-657.5,'Monthly payment #1',3630
3512,'1996-10-12',34192,-657.5,'Monthly payment #2',3630
3512,'1996-11-21',51512,-657.5,'Monthly payment #3',3630
3512,'1996-12-23',15293,-657.5,'Monthly payment #4',3630
3512,'1997-01-08',51512,-657.5,'Monthly payment #5',3630
3513,'1996-08-26',15293,-292.98,'Monthly payment #1',3631
3513,'1998-08-10',15293,-669.8201,'Monthly payment #4',8478
3513,'1998-07-09',34192,-669.81,'Monthly payment #3',8478
3513,'1998-06-02',34192,-669.81,'Monthly payment #2',8478
3513,'1998-04-28',29387,-669.81,'Monthly payment #1',8478
3513,'1998-02-22',29387,2679.25,'Order was shipped',8478
3513,'1997-02-18',29387,-292.9999,'Monthly payment #7',3631
3513,'1997-01-22',87295,-292.98,'Monthly payment #6',3631
3513,'1996-09-26',15293,-292.98,'Monthly payment #2',3631
3513,'1996-06-15',29387,2050.89,'Order was shipped',3631
3513,'1996-10-22',29387,-292.98,'Monthly payment #3',3631
3513,'1996-11-28',34192,-292.98,'Monthly payment #4',3631
3513,'1996-12-30',29387,-292.98,'Monthly payment #5',3631
3514,'1997-01-08',29387,-2697.62,'Single/final payment for purchase',3632
3514,'1996-11-28',29387,2697.62,'Order was shipped',3632
3515,'2004-04-06',15293,-2815.59,'Single/final payment for purchase',25574
3515,'2004-03-01',89097,2815.6,'Order was shipped',25574
3515,'1997-07-12',34192,-387.23,'Monthly payment #5',3633
3515,'1997-06-11',34192,-387.23,'Monthly payment #4',3633
3515,'1997-04-30',34192,-387.23,'Monthly payment #3',3633
3515,'1997-04-09',34192,-387.23,'Monthly payment #2',3633
3515,'1997-03-15',34192,-387.23,'Monthly payment #1',3633
3515,'1996-12-25',51512,1936.15,'Order was shipped',3633
3516,'1996-06-24',29387,2062.8,'Order was shipped',3634
3516,'1996-11-02',89097,-687.6001,'Monthly payment #3',3634
3516,'1996-09-04',89097,-687.6,'Monthly payment #1',3634
3516,'1996-10-12',89097,-687.6,'Monthly payment #2',3634
3517,'2003-02-14',15293,-3073,'Single/final payment for purchase',21868
3517,'2003-05-28',87295,-1988,'Monthly payment #2',22927
3517,'2003-02-24',87295,3976,'Order was shipped',22927
3517,'2003-01-13',87295,3073,'Order was shipped',21868
3517,'1996-10-16',87295,-1792,'Single/final payment for purchase',3635
3517,'1996-09-13',87295,1792,'Order was shipped',3635
3517,'2003-04-24',87295,-1988,'Monthly payment #1',22927
3518,'1999-04-24',15293,-335.5,'Monthly payment #4',8275
3518,'1996-10-26',46583,-463.4,'Monthly payment #3',3636
3518,'1996-11-25',46583,-463.4,'Monthly payment #4',3636
3518,'1997-02-26',29387,-463.4,'Monthly payment #5',3636
3518,'1998-10-26',51512,2348.5,'Order was shipped',8275
3518,'1999-01-13',46583,-335.5,'Monthly payment #1',8275
3518,'1996-08-24',15293,-463.4,'Monthly payment #1',3636
3518,'1999-03-12',29387,-335.5,'Monthly payment #3',8275
3518,'1996-06-12',87295,2317,'Order was shipped',3636
3518,'1999-05-15',87295,-335.5,'Monthly payment #5',8275
3518,'1999-06-09',89097,-335.5,'Monthly payment #6',8275
3518,'1999-06-30',89097,-335.5,'Monthly payment #7',8275
3518,'2002-11-15',87295,3188.5,'Order was shipped',22407
3518,'2003-01-12',29387,-1594.25,'Monthly payment #1',22407
3518,'2003-02-18',89097,-1594.25,'Monthly payment #2',22407
3518,'1999-02-05',87295,-335.5,'Monthly payment #2',8275
3518,'1996-10-03',34192,-463.4,'Monthly payment #2',3636
3519,'1996-12-29',29387,-2086,'Single/final payment for purchase',3637
3519,'1996-11-19',15293,2086,'Order was shipped',3637
3520,'1996-12-08',87295,2067.5,'Order was shipped',3638
3520,'1997-01-17',29387,-2067.5,'Single/final payment for purchase',3638
3521,'1998-08-18',34192,-442.4,'Monthly payment #2',8697
3521,'1996-10-10',29387,2033.5,'Order was shipped',3639
3521,'1996-11-22',29387,-2033.5,'Single/final payment for purchase',3639
3521,'1998-07-21',15293,-442.4,'Monthly payment #1',8697
3521,'1998-10-15',87295,-442.4,'Monthly payment #3',8697
3521,'1998-11-19',29387,-442.4,'Monthly payment #4',8697
3521,'1998-12-21',87295,-442.4,'Monthly payment #5',8697
3521,'1998-05-01',29387,2212,'Order was shipped',8697
3522,'1996-08-08',15293,2088.75,'Order was shipped',3640
3522,'1996-11-01',87295,-696.25,'Monthly payment #1',3640
3522,'1996-11-26',89097,-696.25,'Monthly payment #2',3640
3522,'1996-12-23',34192,-696.25,'Monthly payment #3',3640
3523,'1996-02-11',87295,3829,'Order was shipped',3641
3523,'1996-03-24',34192,-3829,'Single/final payment for purchase',3641
3524,'1997-02-10',34192,-1771,'Single/final payment for purchase',3642
3524,'1996-12-22',51512,1771,'Order was shipped',3642
3525,'1997-03-24',29387,-345.5,'Monthly payment #4',3643
3525,'1997-04-09',87295,-345.5,'Monthly payment #5',3643
3525,'1997-02-18',34192,-345.5,'Monthly payment #3',3643
3525,'1997-01-11',29387,-345.5,'Monthly payment #2',3643
3525,'1996-12-16',89097,-345.5,'Monthly payment #1',3643
3525,'1996-10-03',15293,1727.5,'Order was shipped',3643
3526,'1997-07-01',51512,-226.63,'Monthly payment #7',3644
3526,'1996-11-06',34192,-226.63,'Monthly payment #1',3644
3526,'1996-11-29',87295,-226.63,'Monthly payment #2',3644
3526,'1997-01-12',51512,-226.63,'Monthly payment #3',3644
3526,'1997-03-17',89097,-226.63,'Monthly payment #5',3644
3526,'1997-02-11',89097,-226.63,'Monthly payment #4',3644
3526,'1997-04-12',46583,-226.63,'Monthly payment #6',3644
3526,'1996-08-26',29387,1813,'Order was shipped',3644
3526,'1998-03-18',89097,3640,'Order was shipped',8570
3526,'1998-06-09',98766,-1820,'Monthly payment #1',8570
3526,'1997-08-14',46583,-226.59,'Monthly payment #8',3644
3526,'1998-09-28',98766,-1820,'Monthly payment #2',8570
3527,'1996-05-04',87295,2333.12,'Order was shipped',3645
3527,'1996-06-21',46583,-2333.12,'Single/final payment for purchase',3645
3528,'1997-07-28',46583,-301.11,'Monthly payment #2',3646
3528,'1997-09-25',29387,-301.11,'Monthly payment #4',3646
3528,'1998-01-26',89097,-301.11,'Monthly payment #6',3646
3528,'1997-12-21',98766,-301.11,'Monthly payment #5',3646
3528,'1997-08-23',29387,-301.11,'Monthly payment #3',3646
3528,'1997-06-29',98766,-301.11,'Monthly payment #1',3646
3528,'1997-01-11',29387,2107.75,'Order was shipped',3646
3528,'1998-02-27',34192,-301.0901,'Monthly payment #7',3646
3529,'1997-01-28',89097,-324.97,'Monthly payment #1',3647
3529,'1997-08-29',89097,-324.97,'Monthly payment #6',3647
3529,'1997-08-06',98766,-324.97,'Monthly payment #5',3647
3529,'1997-06-29',29387,-324.97,'Monthly payment #4',3647
3529,'1997-02-27',34192,-324.97,'Monthly payment #2',3647
3529,'1998-01-01',89097,-324.9801,'Monthly payment #7',3647
3529,'1997-04-03',29387,-324.97,'Monthly payment #3',3647
3529,'1996-11-16',87295,2274.8,'Order was shipped',3647
3530,'1996-10-18',29387,-588.18,'Monthly payment #2',3648
3530,'1996-11-27',87295,-588.1801,'Monthly payment #3',3648
3530,'1996-09-18',89097,-588.18,'Monthly payment #1',3648
3530,'1996-05-12',29387,1764.55,'Order was shipped',3648
3531,'1996-12-28',15293,-424.38,'Monthly payment #1',3649
3531,'1997-03-25',98766,-424.36,'Monthly payment #4',3649
3531,'1996-10-07',87295,1697.5,'Order was shipped',3649
3531,'1997-01-20',89097,-424.38,'Monthly payment #2',3649
3531,'1997-02-16',29387,-424.38,'Monthly payment #3',3649
3532,'1996-07-26',29387,2634.69,'Order was shipped',3650
3532,'1997-01-04',51512,-658.67,'Monthly payment #1',3650
3532,'1997-02-08',15293,-658.67,'Monthly payment #2',3650
3532,'1997-03-07',29387,-658.67,'Monthly payment #3',3650
3532,'1997-04-11',29387,-658.6799,'Monthly payment #4',3650
3533,'1997-05-19',46583,-305.92,'Monthly payment #4',3651
3533,'1997-06-25',34192,-305.92,'Monthly payment #5',3651
3533,'1997-07-23',51512,-305.8999,'Monthly payment #6',3651
3533,'1996-10-05',29387,1835.5,'Order was shipped',3651
3533,'1997-03-18',87295,-305.92,'Monthly payment #2',3651
3533,'1997-04-16',46583,-305.92,'Monthly payment #3',3651
3533,'1997-02-27',29387,-305.92,'Monthly payment #1',3651
3534,'1997-01-11',89097,-394.19,'Monthly payment #1',3652
3534,'2004-01-27',89097,-4671.03,'Single/final payment for purchase',24896
3534,'2003-12-26',29387,4671.03,'Order was shipped',24896
3534,'1997-07-17',15293,-394.1799,'Monthly payment #6',3652
3534,'1997-06-10',89097,-394.19,'Monthly payment #5',3652
3534,'1997-05-18',51512,-394.2,'Monthly payment #4',3652
3534,'1997-03-20',29387,-394.19,'Monthly payment #2',3652
3534,'1996-10-29',87295,2365.14,'Order was shipped',3652
3534,'2005-03-03',89097,-4778.27,'Single/final payment for purchase',28112
3534,'1997-04-14',34192,-394.19,'Monthly payment #3',3652
3534,'2005-01-30',51512,4778.28,'Order was shipped',28112
3535,'1996-04-13',29387,2412.6,'Order was shipped',3653
3535,'1996-05-25',15293,-2412.6,'Single/final payment for purchase',3653
3536,'2003-11-18',51512,4735.37,'Order was shipped',25058
3536,'2003-12-22',89097,-4735.36,'Single/final payment for purchase',25058
3536,'1996-08-25',15293,-1796.72,'Single/final payment for purchase',3654
3536,'1996-07-04',29387,1796.72,'Order was shipped',3654
3537,'1996-07-21',15293,-2000,'Single/final payment for purchase',3655
3537,'2001-11-20',51512,3760,'Order was shipped',20036
3537,'2001-12-24',89097,-3760,'Single/final payment for purchase',20036
3537,'1996-06-12',29387,2000,'Order was shipped',3655
3538,'1998-12-28',51512,-239.34,'Monthly payment #3',8561
3538,'1998-11-18',89097,-239.34,'Monthly payment #2',8561
3538,'1999-08-02',29387,-239.3101,'Monthly payment #8',8561
3538,'1999-04-29',46583,-239.34,'Monthly payment #5',8561
3538,'1998-10-22',29387,-239.34,'Monthly payment #1',8561
3538,'1999-05-21',46583,-239.34,'Monthly payment #6',8561
3538,'1999-06-21',87295,-239.34,'Monthly payment #7',8561
3538,'1996-12-07',87295,1807.44,'Order was shipped',3656
3538,'1997-01-31',15293,-1807.44,'Single/final payment for purchase',3656
3538,'1998-08-10',89097,1914.69,'Order was shipped',8561
3538,'1999-01-29',46583,-239.34,'Monthly payment #4',8561
3539,'1996-04-08',87295,2373.37,'Order was shipped',3657
3539,'2002-12-03',29387,-899.9202,'Monthly payment #5',20704
3539,'2002-11-03',51512,-899.91,'Monthly payment #4',20704
3539,'2002-10-05',29387,-899.91,'Monthly payment #3',20704
3539,'2002-09-03',87295,-899.91,'Monthly payment #2',20704
3539,'2002-08-07',89097,-899.91,'Monthly payment #1',20704
3539,'2002-06-03',89097,4499.56,'Order was shipped',20704
3539,'1996-11-19',29387,-395.5601,'Monthly payment #6',3657
3539,'1996-10-13',15293,-395.56,'Monthly payment #5',3657
3539,'1996-10-01',98766,-395.56,'Monthly payment #4',3657
3539,'1996-08-17',89097,-395.56,'Monthly payment #3',3657
3539,'1996-06-29',29387,-395.56,'Monthly payment #1',3657
3539,'1996-07-15',34192,-395.56,'Monthly payment #2',3657
3540,'1997-05-07',89097,-271.35,'Monthly payment #7',3658
3540,'1998-03-31',29387,-2597.19,'Single/final payment for purchase',8720
3540,'1997-08-20',89097,-271.3501,'Monthly payment #8',3658
3540,'1997-04-16',46583,-271.35,'Monthly payment #6',3658
3540,'1997-03-15',46583,-271.35,'Monthly payment #5',3658
3540,'1997-02-18',34192,-271.35,'Monthly payment #4',3658
3540,'1997-01-19',34192,-271.35,'Monthly payment #3',3658
3540,'1996-12-09',87295,-271.35,'Monthly payment #2',3658
3540,'1996-11-19',89097,-271.35,'Monthly payment #1',3658
3540,'1996-08-30',51512,2170.8,'Order was shipped',3658
3540,'1998-02-23',51512,2597.19,'Order was shipped',8720
3541,'1996-09-16',51512,-424.36,'Monthly payment #4',3659
3541,'1996-04-01',29387,1697.5,'Order was shipped',3659
3541,'1996-06-17',46583,-424.38,'Monthly payment #1',3659
3541,'1996-07-27',87295,-424.38,'Monthly payment #2',3659
3541,'1996-08-11',51512,-424.38,'Monthly payment #3',3659
3542,'2001-11-20',29387,-3866.63,'Single/final payment for purchase',20037
3542,'1996-03-17',51512,-2461.66,'Single/final payment for purchase',3660
3542,'2001-10-16',87295,3866.64,'Order was shipped',20037
3542,'1996-02-11',87295,2461.67,'Order was shipped',3660
3543,'1996-08-18',87295,2160,'Order was shipped',3661
3543,'1996-12-03',51512,-720,'Monthly payment #2',3661
3543,'1997-01-07',29387,-720,'Monthly payment #3',3661
3543,'1996-11-05',51512,-720,'Monthly payment #1',3661
3544,'1996-08-25',51512,2016.69,'Order was shipped',3662
3544,'1996-11-04',29387,-1008.34,'Monthly payment #1',3662
3544,'1996-12-10',87295,-1008.35,'Monthly payment #2',3662
3544,'2004-02-23',87295,5055.2,'Order was shipped',25261
3544,'2004-03-22',29387,-5055.19,'Single/final payment for purchase',25261
3545,'1996-09-04',98766,-441.5,'Monthly payment #3',3663
3545,'1996-10-02',15293,-441.5,'Monthly payment #4',3663
3545,'1996-07-22',98766,-441.5,'Monthly payment #2',3663
3545,'1996-03-17',89097,1766,'Order was shipped',3663
3545,'1996-05-26',29387,-441.5,'Monthly payment #1',3663
3546,'1996-12-07',15293,-3115,'Single/final payment for purchase',3664
3546,'1996-10-21',87295,3115,'Order was shipped',3664
3547,'1996-06-03',87295,2386.6,'Order was shipped',3665
3547,'1996-07-21',15293,-2386.6,'Single/final payment for purchase',3665
3548,'1996-06-05',15293,-1750,'Single/final payment for purchase',3666
3548,'1998-07-07',34192,-571.38,'Monthly payment #1',8283
3548,'1998-04-14',89097,2285.5,'Order was shipped',8283
3548,'1998-11-27',29387,-571.36,'Monthly payment #4',8283
3548,'1998-07-20',46583,-571.38,'Monthly payment #2',8283
3548,'1996-04-23',51512,1750,'Order was shipped',3666
3548,'1998-08-31',15293,-571.38,'Monthly payment #3',8283
3549,'1996-06-13',15293,2066.8,'Order was shipped',3667
3549,'1997-03-02',51512,-344.47,'Monthly payment #5',3667
3549,'1996-08-20',87295,-344.47,'Monthly payment #1',3667
3549,'1996-09-25',46583,-344.47,'Monthly payment #2',3667
3549,'1996-11-03',46583,-344.47,'Monthly payment #3',3667
3549,'1996-11-25',51512,-344.47,'Monthly payment #4',3667
3549,'1997-03-30',87295,-344.4501,'Monthly payment #6',3667
3550,'1996-11-09',87295,2322.5,'Order was shipped',3668
3550,'1996-12-22',87295,-2322.5,'Single/final payment for purchase',3668
3551,'1996-06-05',87295,-1829.58,'Single/final payment for purchase',3669
3551,'1996-04-21',15293,1829.59,'Order was shipped',3669
3552,'1996-10-30',29387,2960,'Order was shipped',3670
3552,'1996-12-18',87295,-2960,'Single/final payment for purchase',3670
3553,'1999-04-28',46583,-241,'Monthly payment #6',8687
3553,'1998-09-28',87295,-241,'Monthly payment #2',8687
3553,'1999-06-04',87295,-241,'Monthly payment #7',8687
3553,'1998-06-09',15293,-723.63,'Monthly payment #3',8430
3553,'1999-03-24',29387,-241,'Monthly payment #5',8687
3553,'1999-01-12',89097,-241,'Monthly payment #3',8687
3553,'1998-09-08',89097,-241,'Monthly payment #1',8687
3553,'1998-09-01',87295,-2831.5,'Single/final payment for purchase',8532
3553,'1998-07-28',29387,2831.5,'Order was shipped',8532
3553,'1998-07-11',87295,-723.6099,'Monthly payment #4',8430
3553,'1998-06-18',87295,1687,'Order was shipped',8687
3553,'1996-08-30',98766,-563.5,'Monthly payment #1',3671
3553,'1999-02-07',15293,-241,'Monthly payment #4',8687
3553,'1998-05-01',51512,-723.63,'Monthly payment #2',8430
3553,'1996-06-19',29387,2254,'Order was shipped',3671
3553,'1996-09-30',87295,-563.5,'Monthly payment #2',3671
3553,'1996-10-23',51512,-563.5,'Monthly payment #3',3671
3553,'1996-11-25',89097,-563.5,'Monthly payment #4',3671
3553,'1998-01-21',51512,2894.5,'Order was shipped',8430
3553,'1998-03-24',89097,-723.63,'Monthly payment #1',8430
3554,'1996-09-18',29387,-521.5601,'Monthly payment #4',3672
3554,'1996-03-31',51512,2086.3,'Order was shipped',3672
3554,'1996-06-17',98766,-521.58,'Monthly payment #1',3672
3554,'1996-07-08',46583,-521.58,'Monthly payment #2',3672
3554,'1996-08-12',29387,-521.58,'Monthly payment #3',3672
3555,'2001-11-24',46583,-4572.75,'Single/final payment for purchase',19871
3555,'1996-04-04',29387,1806,'Order was shipped',3673
3555,'2001-10-24',29387,4572.75,'Order was shipped',19871
